complaint_num,address,bin,boro,zip,inspection_date,disposition_date,disposition_code,comments,details,disp_num
1158260,505 WEST 150 STREET,1062153,MANHATTAN,10031,2006-01-24,2006-01-26,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,NO ACCESS. TENANT SAID HE DID NOT EXPECT US COMING OUT TODAY SO I TOLD HIM TO   CALL TO MAKE AN APPOINTMENT.,2
1158260,505 WEST 150 STREET,1062153,MANHATTAN,10031,2006-01-20,2006-01-23,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,VIOLATING CONDITIONS RESOLVED,1
1158261,505 WEST 150 STREET,1062153,MANHATTAN,10031,2006-01-20,2006-01-20,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO AFTER HOURS CONSTRUCTION,1
1303047,505 WEST 150 STREET,1062153,MANHATTAN,10031,2011-05-23,2011-05-24,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,C1- RENOVATION APT IN 20TH FLOOR CLOSED. NO ACCESS AND RESPONSE TO CALL GIVEN   PHONE NUMBER. LS-4 POSTED.,2
1303047,505 WEST 150 STREET,1062153,MANHATTAN,10031,2011-05-22,2011-05-23,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,NO VIOLATION WARRANTED AT THE TIME OF MY INSPECTION.,1
1346197,505 WEST 150 STREET,1062153,MANHATTAN,10031,2013-04-05,2013-04-05,A8, ECB VIOLATION SERVED,AT TIME OF INSPECTION FIRE ESCAPE AT REAR IS OBSTRUCTED BY                      HOUSEHOLD ITEMS WOOD DECK BUILT AT REAR WITHOUT A PERMIT,1
1348870,505 WEST 150 STREET,1062153,MANHATTAN,10031,2013-07-07,2013-07-08,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,BOROUGH COMMISSIONER HAS ISSUED A SWO TO APPLICATION #123721188. THE APPLICANT OF RECORD FILING PRIVILEGES HAVE BEEN SUSPENDED WITH THE DEPARTMENT OF BUILDINGS.,2
1348870,505 WEST 150 STREET,1062153,MANHATTAN,10031,2013-06-29,2013-06-30,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,I-2 AT TIME OF INSPECTION OBSERVED NO HOLES OR UNSAFE CONDITIONS. ALL WORK      PERMITTED.,1
1402110,505 WEST 150 STREET,1062153,MANHATTAN,10031,2015-08-12,2015-08-12,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,REFER TO ERT FOR INSPECTION,2
1402110,505 WEST 150 STREET,1062153,MANHATTAN,10031,2015-08-03,2015-08-03,D5,COMPLAINT ASSIGNED TO EMERGENCY RESPONSE TEAM,BORO COMMISSIONER ISSUED A RECESSION LETTER TO RESCIND SWO FOR                  APPLICATION#123721188,1
1411099,505 WEST 150 STREET,1062153,MANHATTAN,10031,2015-11-29,2015-11-29,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,Y-1 - WATER DAMAGE DUE TO FIRE AT ADJACENT PROPERTY (409 EAST 69TH STREET)      AFFECTING EGRESS,2
1411099,505 WEST 150 STREET,1062153,MANHATTAN,10031,2015-11-27,2015-11-27,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,I2- OBSERVED NO SHAKING OR VIBRATION AT TIME OF INSPECTION. SIDEWALK SHED IN    ENTIRE FRONT FACADE.,1
1426691,505 WEST 150 STREET,1062153,MANHATTAN,10031,2016-06-23,2016-06-23,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,AT THE TIME OF INSPECTION I DID NOT OBSERVE ANY UNLICENSED ELECTRICAL WORK.,1
1426838,505 WEST 150 STREET,1062153,MANHATTAN,10031,2016-07-07,2016-07-07,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,"NO CONSTRUCTION IN PROGRESS OBSERVED IN APT#3 AT TIME OF INSPECTION HOWEVER PERMIT#140501927 POSTED ON FRONT DOOR , SHOWN GENERAL CONTRACTOR LICENSE #611057",1
1426916,505 WEST 150 STREET,1062153,MANHATTAN,10031,2016-07-07,2016-07-07,L2,STOP WORK ORDER FULLY RESCINDED,Y-1 - FULL VACATE DUE TO FIRE AT THE 5TH AND ROOF-TOP LEVEL,2
1426916,505 WEST 150 STREET,1062153,MANHATTAN,10031,2016-06-23,2016-06-24,A3,FULL STOP WORK ORDER SERVED,"AT TIME OF INSPECTION, APT #5E/#5W, ROOF DOOR ARE RESTORED TO A COMPLIANT CONDITION AS PER JOB #123727468. OK TO LIFT VACATE ORDER  AND REOCCUPY THE BUILDING.",1
1428676,505 WEST 150 STREET,1062153,MANHATTAN,10031,2016-07-19,2016-07-19,I1, COMPLAINT UNSUBSTANTIATED BASED ON DEPARTMENT RECORDS,"NO STOP WORK ORDER ON PROPERTY, FULL RESCIND ISSUED 07/07/2016",1
1468785,505 WEST 150 STREET,1062153,MANHATTAN,10031,2017-12-28,2017-12-28,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,I-2; THERE WAS NO OBSTRUCTION OF EGRESS DUE TO DEBRIS AT THE TIME OF INSPECTION;AREA WAS CLEAR AND ACCESSIBLE,1
1468825,505 WEST 150 STREET,1062153,MANHATTAN,10031,2018-01-03,2018-01-03,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,AT TIME OF INSPECTION NO STORE/NO CONSTRUCTION WORK OBSERVED IN BUILDING,1
1469182,505 WEST 150 STREET,1062153,MANHATTAN,10031,2019-09-27,2019-09-27,Y2,VACATE ORDER FULLY RESCINDED,C-1 - NO ACCESS TO APT - LS4 POSTED,2
1469182,505 WEST 150 STREET,1062153,MANHATTAN,10031,2018-01-03,2018-01-04,Y1,FULL VACATE ORDER ISSUED,"JOB #123701226 FOR INTERIOR & EXTERIOR RENOVATION TO APT & ROOF S/O 02/16/21, WORK  CONFORM TO PLANS. SECOND MEANS OF EGRESS PRESENT AT EXPOSURE #1. BUILDING SAFE TO OCCUPY PENDING UTILITY PROVIDER CONED ENERGIZING ELECTRICAL SERVICE TO BUILDING. OKAY RESCIND VACATE ORDER UNDER COMP. #1531646. PARTIAL VACATE FOR ILLEGAL OCCUPANCY ISSUED 2/14/2010 UNDER COMPLAINT #1275705 TO REMAIN IN EFFECT UNTIL PAPERWORK (L2 WAIVER) IS PROVIDED.",1
1469550,505 WEST 150 STREET,1062153,MANHATTAN,10031,2018-01-09,2018-01-10,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,POSTING FULL VACATE ORDER # M01/18. FULL VACATE ENFORCED.,1
1474661,505 WEST 150 STREET,1062153,MANHATTAN,10031,2018-04-19,2018-04-20,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,"ENTIRE BUILDING VACANT DUE TO A FIRE. OBSERVED WORKERS REMOVING DEBRIS, CELLAR IS DAMAGED DUE TO FIRE, NO PARTITION WALLS.",1
1477386,505 WEST 150 STREET,1062153,MANHATTAN,10031,2018-04-25,2018-04-25,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,I2-NO VIOLATION WARRANTED AT TIME OF INSPECTION. (NO ONGOING WORK OBSERVED AT   TIME OF INSPECTION),1
1478026,505 WEST 150 STREET,1062153,MANHATTAN,10031,2018-05-02,2018-05-07,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,"AIN ACCESS TO THE BUILDING AFTER PHONE CALL TO THE SUPER AND CONTRACTOR, OBSERVED DURING TIME OF INSPECTION 2 WORKERS WORKING IN THE BUILDING, THEY MAINLY DOING CLEANING AND STACKING DEBRIS IN EACH FLOOR, ALSO OBSERVED MINOR CONSTRUCTION WORK IN PROGRESS LIKE FRAMING WORK FOR SHEETROCK FIXING AT THE 4TH FLOOR UNDER JOB #123289921 EXP. 04/25/19 AND AS PER APPROVED PLAN AT SITE.",1
1479959,505 WEST 150 STREET,1062153,MANHATTAN,10031,2018-05-24,2018-05-24,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,I2- NO FALLING DEBRI AT TIME OF INSPECTION. SITE CLOSED AND LOCKED AT TIME      INSPECTIONS.,1
1493045,505 WEST 150 STREET,1062153,MANHATTAN,10031,2019-03-04,2019-03-04,A8,ECB VIOLATION SERVED,NAN-OBSERVED NO FALLING DEBRIS-DEMOLITION PROCESS HAS NOT                        STARTED YET,3
1493045,505 WEST 150 STREET,1062153,MANHATTAN,10031,2018-10-23,2018-10-23,XX,ADMINISTRATIVE CLOSURE,D4 - REFER TO CSE,2
1493045,505 WEST 150 STREET,1062153,MANHATTAN,10031,2018-10-22,2018-10-22,E1,COMPLAINT ASSIGNED TO BUILDING MARSHAL'S OFFICE,I-2 NO OBSTRUCTION OF EGRESS OBSERVED AT TIME OF INSPECTION.,1
1504056,505 WEST 150 STREET,1062153,MANHATTAN,10031,2019-03-18,2019-03-18,L1, PARTIAL STOP WORK ORDER,STOP WORK ORDER ISSUED ON ALL PLUMBING WORK UNDER JOB# 123289921 AND DOB VIOLATION ISSUED DUE TO MASTER PLUMBERS LICENSE# 2084 SUSPENDED.,1
1524861,505 WEST 150 STREET,1062153,MANHATTAN,10031,2019-10-23,2019-10-23,A3, FULL STOP WORK ORDER SERVED,"BOROUGH COMMISSIONER HAS ISSUED A STOP WORK ORDER TO APPLICANT #123289921, DOB HAS NOT RECEIVED SUFFICIENT INFORMATION. MAKE SITE SAFE, STOP WORK IMMEDIATELY.",1
1081640,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2000-11-15,2000-11-16,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,OK TO COMPLETE PHASE 2 AS PER PLAN PE MUST BE ON SITE AT ALL                     TIMES.***ONCE COMPLETED STOP ALL WORK ***EX/ID # 2456,2
1081640,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2000-11-13,2000-11-14,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,PARTIAL SWO ISSUED TO INSTALL TEMPORARY SHORING AS PER PE AP                    PROVAL.***ONCE COMPLETED STOP ALL WORK ***EX/ID # 2456,1
1104639,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2003-04-28,2003-05-22,A1, BUILDINGS VIOLATION(S) SERVED,"FOUND ELEVATOR RUNNING, INSPECTED ELEVATOR AND SERVED                           VIOLATION",1
1109501,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2003-07-31,2003-08-21,A1, BUILDINGS VIOLATION(S) SERVED,ELEVATOR INSPECTION PERFORMED AND VIOLATION SERVED,1
1113782,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2003-11-15,2003-11-17,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,PARTIAL LIFT TO DEWATER SITE,2
1113782,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2003-10-20,2003-10-20,D5,COMPLAINT ASSIGNED TO EMERGENCY RESPONSE TEAM,PARTIAL LIFT WAS ISSUED TO DO ONLY PHASE 3 AS PER DRAWINGS.S                    B#2841 EX/ID#2619,1
1121098,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2005-04-15,2005-04-15,XX,ADMINISTRATIVE CLOSURE,PARTIALLY COLLAPSED SW@EXP1/PROV P.E. APRVD DRWG FOR 1 SIDED                    STAY FORMS@CELLAR LEVEL.PROV PRT FOR PEDES WKWY&PE APVD DWG,2
1121098,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2004-05-20,2004-05-25,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,FULL LIFT OK TO WORK ENTIRE SITE,1
1143771,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2005-12-21,2005-12-21,XX,ADMINISTRATIVE CLOSURE,OWNER IMMED ENGAGE NYSPE ENG'R&LIC CONT'R TO SHORE CELLAR TO                    ROOF IN LINE OF RELIEVING WALL.FILE ALT2 PERM W/2BUS DAYS,2
1143771,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2005-12-01,2005-12-07,D5,COMPLAINT ASSIGNED TO EMERGENCY RESPONSE TEAM,FULL LIFT REFER TO EXCAVATION COMPLAINT 1460953,1
1148417,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2005-10-03,2005-10-07,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,.,2
1148417,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2005-09-29,2005-09-29,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,FAILURE TO COMMPLY COMM.ORDER#333705 DT 8/24/17.IMMEDIATELY                     CERTIFY INSTALLED SHORING BY OBTAINING PERMIT & SIGNED OFF,1
1194571,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2007-05-31,2007-06-01,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO VIOLATION,1
1201849,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2007-10-03,2007-10-03,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO VIOLATION,1
1214658,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2008-01-31,2008-02-01,A2, CRIMINAL COURT SUMMONS SERVED,SUMMONS SERVED,1
1219197,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2008-03-31,2008-04-04,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,PERMIT #104830961 11/24/08 POSTED ON FRONT DOOR AT TIME OF                      INSP,1
1224365,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2008-05-12,2008-05-12,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO DANGER OF COLLAPSE AT TIME OF INSPECTION,1
1227381,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2008-07-02,2008-07-08,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,WORK PERFORMED UNDER PERMIT #103308760 GARAGE UNDER 775                         RIVERSIDE AND 156-08,1
1257814,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2009-06-05,2009-06-07,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO ONGOING RENOVATION,1
1257815,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2009-06-12,2009-06-19,A1, BUILDINGS VIOLATION(S) SERVED,VIOLATION,1
1258278,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2009-06-15,2009-06-15,A8, ECB VIOLATION SERVED,1ST SMOOKING IN BASEMENT COURTYARD.2ND MISSING CABLE RAILING                    AND OPEN CONS'T AT NO&SO SIDES AT BAS LEVEL,1
1258814,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2009-06-19,2009-06-22,B1,BUILDINGS VIOLATION(S) PREPARED & ATTEMPT TO SERVE WILL BE MADE,"WWP FOR GROUND FLOOR STORE FRONT: REMOVED EXISTING ELECTRICAL INSTALLATION AND INSTALLED NEW TEMPORARY WIRING. BRANCH CIRCUITS WIRING, RECEPTACLES OUTLETS, TEMPORARY LIGHTS. GROUND FLOOR & BASEMENT : OPEN DEFECTIVE WIRING ARE IN USE, TEMPORARY WIRING ARE NOT SUPPORTED, SPLICE BOXES ARE NOT SUPPORTED, ARE NOT COVERED . OBTAIN A PERMIT. THIS IS NOT A FINAL INSPECTION ||",2
1258814,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2009-06-19,2009-06-19,D5,COMPLAINT ASSIGNED TO EMERGENCY RESPONSE TEAM,"WWP FOR DEMO ELEC SYSTEM ON 1ST TO 4TH FL NEW INSTAL OF PNAL                    OUTLET, FIX & SW AND NEW BR CKT WIR M360873 NOT COVER WORK",1
1260454,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2009-10-13,2009-10-13,H1, PLEASE SEE COMPLAINT NUMBER  1260718,WORK AS PER PLANS,1
1260455,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2009-07-17,2009-07-21,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO COFO FOR BASEMENT LEVEL,1
1260718,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2009-07-23,2009-07-27,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,CONSTRUCTION CONFORMS TO APPROVED PLANS PERMIT UNDER#                           104830761 FOR ADDRESS: 156 RIVERSIDE DR EXP-11/07/09,1
1277108,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2010-03-10,2010-03-11,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,DOOR OPENS & EGRESS UNOBSTRUCTED AT TIME OF INSPECTION,1
1292809,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2011-02-14,2011-02-15,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,UNABLE TO LOCATE - NO LOCATION OR APARTMENT # OR DESCRIPTION                    GIVEN - BUILDING HAS OVER 60 APARTMENTS,1
1301270,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2011-08-02,2011-08-02,K1, INSUFFICIENT INFORMATION/UNABLE TO LOCATE ADDRESS,NO SPECIFIC LOCATION GIVEN,1
1337989,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2012-12-10,2013-01-10,A8, ECB VIOLATION SERVED,INSPECTOR INSPECTED BOILER AND SERVED VIOLATION TO CORRECT                      EXISTING CONDITION,1
1358278,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2013-12-08,2013-12-09,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO WORK IN PROGRESS ON EXTERIOR ATI,1
1367875,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2014-05-30,2014-06-03,C2,INSPECTOR UNABLE TO GAIN ACCESS - 2ND ATTEMPT,"WORK WITHOUT A PERMIT/ CONSTRUCTION, ILLEGAL DEMO WORK ON FLOORS 1-4, REMOVAL OF LOAD BEARING WALLS, CAUSING STRUCTURAL STABILITY OF BLDG.",2
1367875,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2014-05-28,2014-05-29,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,STOP WORK ORDER ISSUED IN ERROR FOR THE ABOVE ADDRESS.   SEE COMPLAINT #1458617.  COMPLAINT #1458614 WAS ASSIGNED IN ERROR TO INSPECTOR RINVILLE DORSAINVILLE.  CORRECT ADDRESS FOR INSPECTOR RINVILLE DORSAINVILLE STOP WORK ORDER IS FOR 500 EAST 84TH ST SEE COMPLAINT #1459671,1
1367877,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2014-03-26,2014-03-26,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO VIOLATING CONDITIONS EXIST @ TIME OF INSPECTION                              CLOSE COMPLAINT,1
1379353,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2014-10-06,2014-10-14,A8, ECB VIOLATION SERVED,VIOLATION FILED,1
1384177,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2014-12-12,2014-12-16,H1, PLEASE SEE COMPLAINT NUMBER  1384178,SEE REFERENCED COMPLAINT # 1384178,1
1384178,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2014-12-12,2014-12-16,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO VIOLATION WARRANTED AT THIS TIME,1
1389480,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2015-07-07,2015-07-08,H1, PLEASE SEE COMPLAINT NUMBER  1389737,AS PER REFERENCED COMPLAINT,1
1389737,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2015-07-07,2015-07-08,A8, ECB VIOLATION SERVED,ECB VIOLATION ISSUED,1
1400829,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2015-10-16,2015-10-16,H1, PLEASE SEE COMPLAINT NUMBER  1401314,AS PER REFERENCED COMPLAINT,1
1401009,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2015-10-16,2015-10-16,H1, PLEASE SEE COMPLAINT NUMBER  1401314,AS PER REFERENCED COMPLAINT,1
1401314,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2015-10-16,2015-10-16,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO VIOLATION NECESSARY AT THE TIME OF INSPECTION,1
1442082,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2017-07-10,2017-07-13,I2,NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,C2 NO RESPONSE TO BELLS LS 4 POSTED,3
1442082,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2017-06-16,2017-06-21,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,C1--NO ACCESS TO BUILDING. LS4 POSTED,2
1442082,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2017-01-30,2017-02-07,C1,INSPECTOR UNABLE TO GAIN ACCESS - 1ST ATTEMPT,PARTIAL RESCIND TO ALLOW  EMERGENCY SHORING FROM CELLAR TO ROOF AT THE REAR OF  THE BUILDING ONLY,1
1443816,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2017-02-22,2017-02-22,A8, ECB VIOLATION SERVED,FAILURE TO KEEP TOP DECK OF THE S/W SHED CLEAN OF DEBRIS,1
1444261,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2017-02-26,2017-02-27,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,I-2 NO AFTER HOURS CONSTRUCTION ACTIVITY OR BRICKWORK IN PROGRESS AT TIME OF INSPECTION. NO ACTION NECESSARY AT THIS TIME.,1
1450412,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2017-05-23,2017-05-23,L2,STOP WORK ORDER FULLY RESCINDED,C2 NO RESPONSE TO BELLS L S 4 POSTED,2
1450412,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2017-05-13,2017-05-15,L1,PARTIAL STOP WORK ORDER,C1--NO ACCESS TO BUILDING. LS4 POSTED.,1
1469525,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2019-06-01,2019-06-04,Y2,VACATE ORDER FULLY RESCINDED,.,5
1469525,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2018-02-21,2018-02-21,Y4,VACATE ORDER PARTIALLY RESCINDED,I-2 NO CONSTRUCTION ACTIVITY OR VIBRATIONS OBSERVED AT THE TIME OF INSPECTION.,4
1469525,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2018-01-11,2018-01-11,Y4,VACATE ORDER PARTIALLY RESCINDED,"C1 - NO RESPONSE TO INTERCOM BELL FOR APT 1A, LS4 POSTED",3
1469525,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2018-01-10,2018-01-10,Y4,VACATE ORDER PARTIALLY RESCINDED,AMENDMENT OF VACATE TO ALLOW P.E. AND AUTHORIZED PROFESSIONALS TEMPORARY ACCESS INTO BUILDING FOR EXPLORATORY OBSERVATIONS ONLY. NO ABODE OR OTHER OCCUPANCY ALLOWED AS PER DOB FEU.,2
1469525,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2018-01-08,2018-01-08,Y1,FULL VACATE ORDER ISSUED,Y1- FULL VACATE SUMMONS ISSUED FOR FAILURE TO MAINTAIN BUILDING .DUE TO LACK MAINTENANCE HOLES IN ROOF CAUSING COLLAPSE.ECB#35244915R HEARING DATE 9/21/17,1
1469553,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2018-01-09,2018-01-10,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,POSTING FULL VACATE ORDER # M02/18 AT ENTRANCE DOOR TO BLDG. BLDG MONITORED BY SECURE WATCH 24 WHILE CLEAN UP IN PROGRESS.,1
1469590,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2018-01-09,2018-01-09,A1, BUILDINGS VIOLATION(S) SERVED,"OWN IMMED CLEAN UP WATER DAMAGE.REMOVE&RPR LOOSE CEILING                        PLASTER.PROV 2 FIRE GUARD FOR ""A""WING.RPR HOLE ON ROOF APT6K",1
1469646,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2018-01-09,2018-01-10,A8, ECB VIOLATION SERVED,"A8-WORK WITHOUT A PERMIT FOR PARTITIONS ERECTED IN APT. # 2I, 3J, 3C, AND 4C    CREATING EXTRA ROOMS.",1
1469677,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2018-01-10,2018-01-10,A1, BUILDINGS VIOLATION(S) SERVED,OWN ENGAGE NYS PE&LIC CONT'R EVAL BLDG&PREP RPR PLANS&DETAIL                    FILE PERM FOR RPR NO LATER 1/26/18.START WRK NO LATER 2/1/18,1
1469679,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2018-01-10,2018-01-10,A1, BUILDINGS VIOLATION(S) SERVED,INSTALL SIDEWALK SHED AT REAR.PART DEMO/BRACE PERIMETER WALL                    ABOVE 6THFL.FILE PERM W/48HRS OF WRK COMMENCING,1
1470281,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2018-01-18,2018-01-18,A1, BUILDINGS VIOLATION(S) SERVED,SUBMIT ACCEPTABLE EXTERIOR WALLS AND APPURTENANCE CRITICAL                      EXAMINATION TECHNICAL REPORT BY REG.PROF TO THE DOB IMMED,1
1470653,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2018-02-15,2018-02-16,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,THEIR ARE ACTIVE PERMITS AT LOCATION TO REPAIR FACADE AND TERRACOTTA ON EXTERIOR OF BUILDING THEIR WAS A MAJOR 7 ALARM FIRE AT LOCATION ALL TENANTS VACATED PARTIAL STOP WORK ORDER WAS ISSUED TODAY 2-15-18 FOR SCAFFOLDING NOT MEETING SAFETY STANDARDS,1
1472458,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2018-10-09,2018-10-09,L2,STOP WORK ORDER FULLY RESCINDED,I-2 NO OBSTRUCTED EGRESS AT THE TIME OF INSPECTION.,3
1472458,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2018-04-27,2018-04-27,L3,STOP WORK ORDER PARTIALLY RESCINDED,"C-1, NO RESPONSE TO BELL. NO ACCESS, L. S. # 4 POSTED AT FRONT.",2
1472458,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2018-02-15,2018-02-15,L1,PARTIAL STOP WORK ORDER,NO ANSWER TO BELL OR KNOCKING ON APARTMENT DOOR 1RN,1
1473114,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2018-02-24,2018-02-24,I1, COMPLAINT UNSUBSTANTIATED BASED ON DEPARTMENT RECORDS,I1- COMPLAINT DOES NOT ALLEGE LIGHTS ARE SHINING FROM PARKING LOT,1
1475714,775 RIVERSIDE DRIVE,1063277,MANHATTAN,10032,2018-06-22,2018-06-28,I2, NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,NO NON JOB RELATED POSTERS/SIGNS ON SCAFFOLDING/SHED ONLY                       CONTRACTOR'S INFO,1
